,id,input_a,input_b,output_add,output_sub,output_add_MR1,output_sub_MR1,output_add_MR2,output_sub_MR2,output_add_MR3,output_sub_MR3,output_add_MR4,output_sub_MR4,MR1_checker_add,MR2_checker_add,MR3_checker_add,MR4_checker_add,MR1_checker_sub,MR2_checker_sub,MR3_checker_sub,MR4_checker_sub
40,SU3Rk5FhFgFmhtbAW3wdmL,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
41,5gYGKjeR6nd2yve4hP4FEQ,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
42,WQJk5bSkoerfu8A2ACA4oX,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
43,VwZx3EuyfXkQvW9ErpjzeM,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
44,BNcHwpSQ2kg57jseJUW8qW,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
45,BvJnMrm2t8iJZdsSWCgQSt,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
46,SqW3r6GDKXqLDsSscBm5PY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
47,aAsLa8hPRVqgDRVpqi7Ypq,0,2,2,-2,2,2,6,-6,5,1,4,2,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
48,CDkSKt4t8kPH6BuFubfqhC,1,2,3,-1,3,1,9,-3,6,2,3,1,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
49,cbRXhVeXAn6rAbdzgLYrFD,1,0,1,1,1,-1,3,3,4,4,5,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
50,TWtde26ea8KZ69Sk32VMFA,1,0,1,1,1,-1,3,3,4,4,5,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
51,26qfxdtatorxHYgJYPNcS7,2,1,3,1,3,-1,9,3,6,4,3,-1,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
52,dSwpipLXyr4cJgjpDroaKD,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
53,mn33kaHn2MGJHjqcX77PSS,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
54,BEHnpybiT97C2sSURD7t47,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
55,nJVXJ3TdLZaU58c7qXUpZy,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
56,ENEWSzs7hpNWnakAMhpbtk,1,0,1,1,1,-1,3,3,4,4,5,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
57,4MBzt5hFoKVs8yYx4Ewmp3,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
58,mtCGBH8gx8wQpSvuEQnEDn,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
59,L9UpqAXg6NnGdVfiBhoQWp,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
60,WrxiviHqXQ3AiabEa4cVQM,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
61,ZFwTeDfWuhyESbzUBKjSSe,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
62,8tDNkMsfFcZrpzY6LyrqMy,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
63,ic3RbBkPqaPboDbwomhHLk,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
64,8xJMfnQP9SBMxMTessm6A4,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
65,6RFuVePVhDc9CkpKPVpfi6,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
66,SJULB6AcMbeGm8n97Xm5LM,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
67,E6rnCkEMt7r3EPdSWYUxY2,5,0,5,5,5,-5,15,15,8,8,1,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
68,m2CgEdd5thq7dZQA2XNoxG,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
69,9aYFhMsVN4ExD9gt5P9ZDE,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
70,fSbjZ8xU5XarDQUYRWoCNn,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
71,RTEmv3udJnJH6x9Xr4WVVe,2,1,3,1,3,-1,9,3,6,4,3,-1,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
72,FvCNNwwvnCUwtvKbUuaPrJ,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
73,YetbEh87ATAztHBWS6m8ay,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
74,5wUhLx8LsRAxaKjxoYFXR9,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
75,WLHeNNHqbZWJnmp5FZREg6,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
76,B9gCY24gRrEhhwoMiBYTEe,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
77,enK7cngGR6izHneruuCazC,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
78,ZsbAyyHcVBcVKbT7rGanWa,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
79,mdmqa29sPXymgWeynaPZJ3,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
80,AuAcRn6G5eWTxjZSSAeoTD,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
81,BnEfHCnQqexECyehkRCQxm,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
82,nPd5YHEw5BkoAz84pXnSgY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
83,DLuvJzg5HsuCeXqcmvBbtH,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
84,5uQU4j3BPFTSTvkXY88CtY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
85,T3JRybJo53RszoperNDnc4,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
86,YpCmVLSaDZuubxXvFbT7mJ,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
87,TgcGJYaDJRjSL4JRbJLdEN,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
88,Akmh7VnKexDs9riKPRsD77,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
89,Lz7FY2nfUE7vBaUZUhUNuP,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
90,g9hxDUbAAnnnKUXBje4Jtf,1,0,1,1,1,-1,3,3,4,4,5,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
91,3FFzVh6ynV7wmoWokiB4Yg,5,0,5,5,5,-5,15,15,8,8,1,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
92,CPFEmF3dN8FVTct9mkdP9x,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
93,3wJjbcKSxAoeaBaUSndiYc,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
94,79dxMC6H2S2ErUK7vpAb6m,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
95,APkEVoLNvQ2AhSsVLdVbWV,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
96,F7wcZCRRAtJP7odPNqzm2F,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
97,iuByDjLzPawS5rez4gJPbM,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
98,ThdVBCcxwnr9wUzueKi75q,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
99,mNZQnVnuwCKq6TBQvq4ncE,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
100,ZgheN6bUs9m6K3GUFknitA,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
101,9WQGwJVq5tkoG7ayM7DTev,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
102,JLTv8CjyaHqCFXLKxBxmYX,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
103,c2ntz5fWdbGuQW9MrauMs7,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
104,goCQ6nFr6FmxcPbZfaRDvJ,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
105,A3CSayMEY2d73xSDGtcsSx,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
106,kCxU72SLMpEjpPs3Ep7oxT,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
107,nEcJphueZhFzpwkp9D7Ww9,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
108,Rdp3YveELaKHfxHCeZceeP,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
109,YQaVR4kETSUjG9myFjZ5Vo,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
110,FmwvPGysjj4YQkXRZg8gUQ,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
111,cZFUHJ2b3dDPKXEwQyz5xh,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
112,LZo9nbvwCbuPR5TR6ntzP7,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
113,iEXxNZKjnkrcVFQwPScjSG,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
114,ZHk7csyTA3NYzYjAeHxLxk,3,0,3,3,3,-3,9,9,6,6,3,-3,No-violated,No-violated,Violated,No-violated,Violated,No-violated,Violated,Violated
115,CSUSic6EGzn74MyfPF3VvE,3,4,7,-1,7,1,21,-3,10,2,-1,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
116,8NEJzqR3NGGAh4YBbptqvM,3,4,7,-1,7,1,21,-3,10,2,-1,1,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
117,Foyy84VSVTxTLdpKJRREuG,8,0,8,8,8,-8,24,24,11,11,-2,-8,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
118,WArszSg5kXpFKaqgT9tN5E,8,3,11,5,11,-5,33,15,14,8,-5,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
119,h4n7i2KFpDuXvmNukG2hGw,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
120,kTKUFWZdfyBtKXKze3Ut6N,0,3,3,-3,3,3,9,-9,6,0,3,3,No-violated,No-violated,Violated,No-violated,Violated,Violated,Violated,Violated
121,ahUpQ3VbeXY5V6wUuBFQvE,8,3,11,5,11,-5,33,15,14,8,-5,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
122,cV7GwnNcRnmQNYfLMZMuba,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
123,eJTDj3oCr5EZoGxDEhyUrz,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
124,CmBkprUbJaBoYLSge5ejAg,4,0,4,4,4,-4,12,12,7,7,2,-4,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
125,eYAVBsh6PPTHAaUmXwLpB5,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
126,J5c9HkeoQJJyy8sN8gU4rz,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
127,46zpTFpwX8PDVe8wGZLY5R,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
128,fXjCQJXMTzkPr2iqRmsFK3,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
129,3KdzTx9tXysm3wuKKSsAEK,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
130,EZ6kkbrzs4RgzDTJKCCoiX,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
131,keSdYNqwQhnEg2RqFqsFfv,7,0,7,7,7,-7,21,21,10,10,-1,-7,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
132,Lc3uK8iyCAaeWzHxLZz3b8,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
133,MKNgun236Ku44zDKF2Sq8G,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
134,WPA3ppHB98PNJ7XkE5kCQS,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
135,dYPkFLBqx9DFKKbx2AWDqA,9,0,9,9,9,-9,27,27,12,12,-3,-9,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
136,cQaci6XidmBy7GYzwWn4Wj,9,4,13,5,13,-5,39,15,16,8,-7,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
137,k5do4W2DJ7Cc73LEspHHk9,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
138,5tY2oyieceqqCv3bjhGazf,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
139,MtkBaUSb8cU8R65SrK2kYt,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
140,GbEvtFXPpG9GA7cGpq5fQH,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
141,fBcewai2nJd3b3avfwi5Ds,6,0,6,6,6,-6,18,18,9,9,0,-6,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
142,8eeaDegUi3WoodgMqzjMMk,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
143,KVfyUnLPJAjeihzyadVPoH,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
144,7wxNKBXu37TbVgz5J8zRBn,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
145,2KyCHDicYSU52S6FoPYAjD,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
146,kkcw5jBbMFeZo5kBLcgWEr,0,7,7,-7,7,7,21,-21,10,-4,-1,7,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
147,Upf6yLZG4BWYjRmtJDoc9v,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
148,JPoKsqNxccnysR8sDmCeW9,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
149,WxwGPyLZQG3UFML8xtEQwU,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
150,GSyUew5wYjJQgdAkJRXAvX,2,0,2,2,2,-2,6,6,5,5,4,-2,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
151,mULHgDaoEZ3W6UNXX4VtzU,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
152,EYgjKrKUx9sCJJfQCibZ7a,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
153,EpGziJMcwxgR8u7fk4hegp,5,0,5,5,5,-5,15,15,8,8,1,-5,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
154,CRXfSz8rjmNqdcDHHJicuX,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
155,K8rbUxyCZghzLynYpXmoLM,5,4,9,1,9,-1,27,3,12,4,-3,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
156,9chGHStVftkibpFf24xc2H,5,4,9,1,9,-1,27,3,12,4,-3,-1,No-violated,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated
157,LsCgkhu9DCP4Ra8UNVzMNY,0,0,0,0,0,0,0,0,3,3,6,0,No-violated,Violated,Violated,Violated,No-violated,Violated,Violated,No-violated
158,ArRD8joVWZYfrtfrighKan,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
159,HuVNgXnTAW4nZsuRS666kt,0,8,8,-8,8,8,24,-24,11,-5,-2,8,No-violated,No-violated,Violated,Violated,Violated,Violated,Violated,Violated
160,7oFMkzFaXGaNzEwA82A66r,5,5,10,0,10,0,30,0,13,3,-4,0,No-violated,No-violated,Violated,Violated,No-violated,Violated,Violated,No-violated
